Unnamed: 0.1,Unnamed: 0,Ticker,date,change,num,sum,max,avg,min_dist,max_dist,tsunami,rev_dist
5,5,^N225,2008-08-01 00:00:00+09:00,-181.98046875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,^N225,2008-08-04 00:00:00+09:00,-150.1005859375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,^N225,2008-08-05 00:00:00+09:00,-42.349609375,1,6.3,6.3,6.3,4712.515796499375,4712.515796499375,0.0,0.00021220088020560817
41,41,^N225,2008-08-06 00:00:00+09:00,195.4599609375,1,6.0,6.0,6.0,3159.790175425995,3159.790175425995,0.0,0.00031647671031358356
53,53,^N225,2008-08-07 00:00:00+09:00,-133.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,65,^N225,2008-08-08 00:00:00+09:00,141.8798828125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,77,^N225,2008-08-11 00:00:00+09:00,171.4501953125,3,19.0,6.5,6.333333333333333,5537.662127068576,10758.449178719942,0.0,0.00018058162037584645
89,89,^N225,2008-08-12 00:00:00+09:00,-94.390625,1,6.0,6.0,6.0,15726.776603470016,15726.776603470016,0.0,6.358582087185979e-05
101,101,^N225,2008-08-13 00:00:00+09:00,-182.58984375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,113,^N225,2008-08-14 00:00:00+09:00,14.189453125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,123,^N225,2008-08-15 00:00:00+09:00,27.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,135,^N225,2008-08-18 00:00:00+09:00,193.9599609375,1,6.0,6.0,6.0,2962.898787303759,2962.898787303759,0.0,0.00033750731016701416
147,147,^N225,2008-08-19 00:00:00+09:00,-151.4501953125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,159,^N225,2008-08-20 00:00:00+09:00,97.7099609375,1,6.1,6.1,6.1,7470.360857339462,7470.360857339462,0.0,0.0001338623420068821
171,171,^N225,2008-08-21 00:00:00+09:00,-133.1298828125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,183,^N225,2008-08-22 00:00:00+09:00,-61.330078125,1,6.0,6.0,6.0,4179.32660805241,4179.32660805241,0.0,0.0002392729962940144
194,194,^N225,2008-08-25 00:00:00+09:00,81.1201171875,1,6.0,6.0,6.0,9806.946298040577,9806.946298040577,0.0,0.0001019685404211706
206,206,^N225,2008-08-26 00:00:00+09:00,67.6796875,1,6.7,6.7,6.7,5195.960743865127,5195.960743865127,0.0,0.00019245718920811715
218,218,^N225,2008-08-27 00:00:00+09:00,18.5703125,2,12.7,6.4,6.35,3325.9748383771425,15359.209972751827,0.0,0.00030066372976168826
230,230,^N225,2008-08-28 00:00:00+09:00,-59.4697265625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,242,^N225,2008-08-29 00:00:00+09:00,147.419921875,1,6.3,6.3,6.3,15429.59966840849,15429.59966840849,0.0,6.481049550802419e-05
252,252,^N225,2008-09-01 00:00:00+09:00,-102.6298828125,3,18.4,6.4,6.133333333333333,3742.72034849226,8108.990607347755,0.0,0.00026718533763893046
260,260,^N225,2008-09-02 00:00:00+09:00,-170.419921875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,270,^N225,2008-09-03 00:00:00+09:00,-13.7705078125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,282,^N225,2008-09-04 00:00:00+09:00,-69.9794921875,1,6.3,6.3,6.3,17625.801629746424,17625.801629746424,0.0,5.673500820027025e-05
294,294,^N225,2008-09-05 00:00:00+09:00,-173.419921875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,306,^N225,2008-09-08 00:00:00+09:00,264.5302734375,1,6.2,6.2,6.2,6892.133185402127,6892.133185402127,0.0,0.00014509295933486145
318,318,^N225,2008-09-09 00:00:00+09:00,-129.3095703125,1,6.9,6.9,6.9,6150.95072799106,6150.95072799106,0.0,0.00016257649332961026
330,330,^N225,2008-09-10 00:00:00+09:00,97.490234375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,342,^N225,2008-09-11 00:00:00+09:00,-135.01953125,4,26.099999999999998,6.8,6.5249999999999995,770.7602604122854,15156.04212744122,0.0,0.0012974202892415503
354,354,^N225,2008-09-12 00:00:00+09:00,-42.0205078125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,376,^N225,2008-09-16 00:00:00+09:00,-418.73046875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,388,^N225,2008-09-17 00:00:00+09:00,12.169921875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,400,^N225,2008-09-18 00:00:00+09:00,-87.640625,1,6.0,6.0,6.0,12488.480329018246,12488.480329018246,0.0,8.007379390079984e-05
412,412,^N225,2008-09-19 00:00:00+09:00,289.2607421875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,424,^N225,2008-09-22 00:00:00+09:00,52.7001953125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
