Unnamed: 0.1,Unnamed: 0,Ticker,date,change,num,sum,max,avg,min_dist,max_dist,tsunami,rev_dist
0,0,^NYA,2008-08-01 00:00:00-04:00,-59.5595703125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,^NYA,2008-08-04 00:00:00-04:00,-110.509765625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,^NYA,2008-08-05 00:00:00-04:00,203.1494140625,2,12.3,6.3,6.15,11867.376210037273,15466.921447270579,0.0,8.42646244882852e-05
36,36,^NYA,2008-08-06 00:00:00-04:00,29.6005859375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,48,^NYA,2008-08-07 00:00:00-04:00,-163.2998046875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,60,^NYA,2008-08-08 00:00:00-04:00,122.0302734375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,72,^NYA,2008-08-11 00:00:00-04:00,32.7001953125,3,19.0,6.5,6.333333333333333,14087.6317412579,16106.12344948248,0.0,7.098425188609515e-05
84,84,^NYA,2008-08-12 00:00:00-04:00,-93.7998046875,1,6.0,6.0,6.0,6999.629576084493,6999.629576084493,0.0,0.0001428647029289495
96,96,^NYA,2008-08-13 00:00:00-04:00,-23.310546875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,108,^NYA,2008-08-14 00:00:00-04:00,10.6396484375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,120,^NYA,2008-08-15 00:00:00-04:00,-2.1796875,1,6.0,6.0,6.0,13778.117719176098,13778.117719176098,0.0,7.257885441116683e-05
130,130,^NYA,2008-08-18 00:00:00-04:00,-101.9296875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,142,^NYA,2008-08-19 00:00:00-04:00,-69.33984375,1,6.1,6.1,6.1,11887.650026091831,11887.650026091831,0.0,8.412091521916706e-05
154,154,^NYA,2008-08-20 00:00:00-04:00,64.4501953125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,166,^NYA,2008-08-21 00:00:00-04:00,37.4296875,1,6.0,6.0,6.0,12671.953600034096,12671.953600034096,0.0,7.89144303682827e-05
178,178,^NYA,2008-08-22 00:00:00-04:00,59.41015625,1,6.0,6.0,6.0,15380.436966903388,15380.436966903388,0.0,6.50176586108616e-05
190,190,^NYA,2008-08-25 00:00:00-04:00,-144.51953125,1,6.7,6.7,6.7,11742.301412898205,11742.301412898205,0.0,8.516218114632629e-05
