Unnamed: 0.1,Unnamed: 0,Ticker,date,change,num,sum,max,avg,min_dist,max_dist,tsunami,rev_dist
7,7,^N100,2008-08-01 00:00:00+02:00,-5.8599853515625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,^N100,2008-08-04 00:00:00+02:00,-4.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,^N100,2008-08-05 00:00:00+02:00,14.82000732421875,2,12.3,6.3,6.15,8207.172122245118,13195.39016510208,0.0,0.00012184464820587245
43,43,^N100,2008-08-06 00:00:00+02:00,5.1400146484375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,55,^N100,2008-08-07 00:00:00+02:00,2.3399658203125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,67,^N100,2008-08-08 00:00:00+02:00,11.67999267578125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,79,^N100,2008-08-11 00:00:00+02:00,8.760009765625,3,19.0,6.5,6.333333333333333,9053.25083813174,17780.959988070677,0.0,0.00011045756025979762
91,91,^N100,2008-08-12 00:00:00+02:00,1.97003173828125,1,6.0,6.0,6.0,5997.66761914173,5997.66761914173,0.0,0.00016673148021882224
103,103,^N100,2008-08-13 00:00:00+02:00,-13.19000244140625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,115,^N100,2008-08-14 00:00:00+02:00,-3.32000732421875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,125,^N100,2008-08-15 00:00:00+02:00,1.53997802734375,1,6.0,6.0,6.0,11118.951694583797,11118.951694583797,0.0,8.993653605736183e-05
137,137,^N100,2008-08-18 00:00:00+02:00,1.17999267578125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,149,^N100,2008-08-19 00:00:00+02:00,-11.469970703125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,161,^N100,2008-08-20 00:00:00+02:00,1.219970703125,1,6.1,6.1,6.1,16238.793704227304,16238.793704227304,0.0,6.158092886786773e-05
173,173,^N100,2008-08-21 00:00:00+02:00,-4.30999755859375,1,6.0,6.0,6.0,8325.9364612298,8325.9364612298,0.0,0.00012010660958758902
185,185,^N100,2008-08-22 00:00:00+02:00,13.64996337890625,1,6.0,6.0,6.0,9646.402523902636,9646.402523902636,0.0,0.00010366558906515866
196,196,^N100,2008-08-25 00:00:00+02:00,-3.94000244140625,1,6.7,6.7,6.7,6880.150698309462,6880.150698309462,0.0,0.00014534565358367984
208,208,^N100,2008-08-26 00:00:00+02:00,7.1099853515625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,220,^N100,2008-08-27 00:00:00+02:00,2.030029296875,2,12.7,6.4,6.35,6642.7146924489825,9685.505623935094,0.0,0.00015054086262905988
232,232,^N100,2008-08-28 00:00:00+02:00,14.75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,244,^N100,2008-08-29 00:00:00+02:00,2.5999755859375,1,6.3,6.3,6.3,5762.52851508762,5762.52851508762,0.0,0.00017353493303881636
254,254,^N100,2008-09-01 00:00:00+02:00,4.25,3,18.4,6.4,6.133333333333333,8511.240017512351,17398.27262040586,0.0,0.00011749169309553534
262,262,^N100,2008-09-02 00:00:00+02:00,11.34002685546875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,272,^N100,2008-09-03 00:00:00+02:00,-7.22003173828125,1,6.3,6.3,6.3,10599.187356081437,10599.187356081437,0.0,9.434685569797345e-05
284,284,^N100,2008-09-04 00:00:00+02:00,-22.3900146484375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,296,^N100,2008-09-05 00:00:00+02:00,-12.47998046875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,308,^N100,2008-09-08 00:00:00+02:00,-4.38995361328125,1,6.2,6.2,6.2,16588.518735661666,16588.518735661666,0.0,6.028265789941931e-05
320,320,^N100,2008-09-09 00:00:00+02:00,-7.90997314453125,1,6.9,6.9,6.9,15837.867717704807,15837.867717704807,0.0,6.313981262023813e-05
332,332,^N100,2008-09-10 00:00:00+02:00,-3.78997802734375,2,12.7,6.6,6.35,5176.367781304009,5924.378773602751,0.0,0.00019318565493197705
344,344,^N100,2008-09-11 00:00:00+02:00,-5.7099609375,2,13.399999999999999,6.8,6.699999999999999,9264.975547649083,12311.019997644667,0.0,0.00010793336634911491
356,356,^N100,2008-09-12 00:00:00+02:00,7.46002197265625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,366,^N100,2008-09-15 00:00:00+02:00,-4.1199951171875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,378,^N100,2008-09-16 00:00:00+02:00,-3.9000244140625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,390,^N100,2008-09-17 00:00:00+02:00,-28.030029296875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,402,^N100,2008-09-18 00:00:00+02:00,-5.510009765625,1,6.0,6.0,6.0,11727.168675574252,11727.168675574252,0.0,8.527207441663512e-05
