Unnamed: 0.1,Unnamed: 0,Ticker,date,change,num,sum,max,avg,min_dist,max_dist,tsunami,rev_dist
9,9,^GSPC,2008-08-01 00:00:00-04:00,-9.1099853515625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,^GSPC,2008-08-04 00:00:00-04:00,-4.260009765625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,^GSPC,2008-08-05 00:00:00-04:00,30.010009765625,2,12.3,6.3,6.15,11867.376210037273,15466.921447270579,0.0,8.42646244882852e-05
45,45,^GSPC,2008-08-06 00:00:00-04:00,5.199951171875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,57,^GSPC,2008-08-07 00:00:00-04:00,-20.4400634765625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,69,^GSPC,2008-08-08 00:00:00-04:00,30.0299072265625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,81,^GSPC,2008-08-11 00:00:00-04:00,10.89990234375,3,19.0,6.5,6.333333333333333,14087.6317412579,16106.12344948248,0.0,7.098425188609515e-05
93,93,^GSPC,2008-08-12 00:00:00-04:00,-15.2000732421875,1,6.0,6.0,6.0,6999.629576084493,6999.629576084493,0.0,0.0001428647029289495
105,105,^GSPC,2008-08-13 00:00:00-04:00,-2.81005859375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,117,^GSPC,2008-08-14 00:00:00-04:00,10.820068359375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,127,^GSPC,2008-08-15 00:00:00-04:00,4.3499755859375,1,6.0,6.0,6.0,13778.117719176098,13778.117719176098,0.0,7.257885441116683e-05
139,139,^GSPC,2008-08-18 00:00:00-04:00,-19.5400390625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,151,^GSPC,2008-08-19 00:00:00-04:00,-9.9600830078125,1,6.1,6.1,6.1,11887.650026091831,11887.650026091831,0.0,8.412091521916706e-05
163,163,^GSPC,2008-08-20 00:00:00-04:00,7.2000732421875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,175,^GSPC,2008-08-21 00:00:00-04:00,6.6500244140625,1,6.0,6.0,6.0,12671.953600034096,12671.953600034096,0.0,7.89144303682827e-05
187,187,^GSPC,2008-08-22 00:00:00-04:00,14.6099853515625,1,6.0,6.0,6.0,15380.436966903388,15380.436966903388,0.0,6.50176586108616e-05
198,198,^GSPC,2008-08-25 00:00:00-04:00,-23.6300048828125,1,6.7,6.7,6.7,11742.301412898205,11742.301412898205,0.0,8.516218114632629e-05
210,210,^GSPC,2008-08-26 00:00:00-04:00,4.47998046875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,222,^GSPC,2008-08-27 00:00:00-04:00,10.3699951171875,2,12.7,6.4,6.35,5355.797014800556,9771.99232923063,0.0,0.00018671357357953172
234,234,^GSPC,2008-08-28 00:00:00-04:00,16.8900146484375,1,6.3,6.3,6.3,7279.903195409703,7279.903195409703,0.0,0.00013736446394377108
246,246,^GSPC,2008-08-29 00:00:00-04:00,-13.6600341796875,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,264,^GSPC,2008-09-02 00:00:00-04:00,-10.25,3,18.4,6.4,6.133333333333333,12577.258865214959,14413.539490573989,0.0,7.950858058314354e-05
274,274,^GSPC,2008-09-03 00:00:00-04:00,-1.6300048828125,1,6.3,6.3,6.3,7550.739086862271,7550.739086862271,0.0,0.00013243736652746038
286,286,^GSPC,2008-09-04 00:00:00-04:00,-34.9700927734375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,298,^GSPC,2008-09-05 00:00:00-04:00,9.10009765625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,310,^GSPC,2008-09-08 00:00:00-04:00,18.2900390625,2,13.100000000000001,6.9,6.550000000000001,13425.088040782493,13684.596093505541,0.0,7.448740723056846e-05
322,322,^GSPC,2008-09-09 00:00:00-04:00,-43.469970703125,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,334,^GSPC,2008-09-10 00:00:00-04:00,4.5400390625,2,12.7,6.6,6.35,5020.014276476237,10918.265228279262,0.0,0.0001992026207347647
346,346,^GSPC,2008-09-11 00:00:00-04:00,20.010009765625,2,13.399999999999999,6.8,6.699999999999999,10100.345650044377,14818.007331336697,0.0,9.900651271232548e-05
358,358,^GSPC,2008-09-12 00:00:00-04:00,5.8199462890625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,368,^GSPC,2008-09-15 00:00:00-04:00,-58.2200927734375,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
