tsunami,significance,data_type,magnitude,state,longitude,latitude,depth,date,time
0,554,earthquake,6.0, Japan,140.875,35.712,47.5,2011-03-11,06:57:16.510000+00:00
0,611,earthquake,6.3, Japan,144.725,37.357,35.9,2011-03-11,06:59:00.270000+00:00
0,611,earthquake,6.3, Japan,141.823,36.586,24.7,2011-03-11,07:14:58.820000+00:00
0,572,earthquake,6.1, Japan,144.529,37.934,39.5,2011-03-11,07:25:36.460000+00:00
0,572,earthquake,6.1, Japan,141.824,36.823,28.4,2011-03-11,07:28:12.360000+00:00
0,611,earthquake,6.3, Japan,142.349,39.031,45.4,2011-03-11,07:29:01.830000+00:00
0,554,earthquake,6.0, Japan,141.195,37.442,49.2,2011-03-11,07:30:18.450000+00:00
0,591,earthquake,6.2, Japan,141.486,36.569,39.6,2011-03-11,08:12:07.260000+00:00
0,572,earthquake,6.1, Japan,144.541,37.047,41.0,2011-03-11,08:15:41.850000+00:00
0,650,earthquake,6.5, Japan,141.562,36.166,6.8,2011-03-11,08:19:24.380000+00:00
0,572,earthquake,6.1, Japan,143.017,37.367,17.0,2011-03-11,08:26:36.930000+00:00
0,554,earthquake,6.0, Japan,142.657,38.017,42.8,2011-03-11,08:27:51.600000+00:00
0,554,earthquake,6.0, Japan,141.176,37.469,37.3,2011-03-11,08:31:09.260000+00:00
0,554,earthquake,6.0, Japan,142.967,39.14,27.6,2011-03-11,08:33:00.780000+00:00
0,554,earthquake,6.0, Japan,142.76,39.185,26.5,2011-03-11,10:10:34.220000+00:00
0,673,earthquake,6.6, Japan,142.463,39.241,25.7,2011-03-11,11:36:40.920000+00:00
0,611,earthquake,6.3, Japan,141.808,35.994,21.0,2011-03-11,15:13:14.680000+00:00
0,554,earthquake,6.0, Japan,141.864,36.398,52.8,2011-03-11,15:20:08.190000+00:00
0,591,earthquake,6.2, Japan,138.376,37.014,9.3,2011-03-11,18:59:16.540000+00:00
0,554,earthquake,6.0, Japan,142.872,39.342,27.1,2011-03-11,19:02:59.170000+00:00
0,597,earthquake,6.2, Japan,139.055,40.483,10.0,2011-03-11,19:46:50.880000+00:00
0,572,earthquake,6.1, Japan,142.633,39.005,17.4,2011-03-11,20:11:24.060000+00:00
0,650,earthquake,6.5, Japan,142.648,37.594,20.0,2011-03-12,01:47:15.400000+00:00
0,572,earthquake,6.1, Japan,141.159,37.249,38.0,2011-03-12,13:15:41.650000+00:00
0,572,earthquake,6.1, Japan,141.72,38.047,15.0,2011-03-12,23:24:48.780000+00:00
0,576,earthquake,6.1, Japan,141.637,35.723,8.0,2011-03-13,01:26:04.250000+00:00
0,554,earthquake,6.0, Japan,142.456,37.785,14.0,2011-03-14,06:12:36.060000+00:00
0,554,earthquake,6.0, Japan,142.237,37.576,28.0,2011-03-15,13:27:56.630000+00:00
0,735,earthquake,6.0, Japan,138.582,35.272,9.0,2011-03-15,13:31:46.320000+00:00
0,573,earthquake,6.1, Japan,143.288,40.335,18.0,2011-03-15,15:23:53.850000+00:00
0,596,earthquake,6.2, Vanuatu,167.826,-17.275,17.0,2011-03-17,02:48:00.030000+00:00
0,594,earthquake,6.2, Japan,142.168,40.136,29.0,2011-03-17,04:13:56.780000+00:00
0,573,earthquake,6.0, Philippines,121.246,18.994,27.0,2011-03-20,08:26:09.580000+00:00
0,634,earthquake,6.4, Japan,144.003,37.244,11.0,2011-03-22,07:18:45.380000+00:00
0,575,earthquake,6.1, Japan,141.791,37.325,31.0,2011-03-22,09:19:06.230000+00:00
0,632,earthquake,6.4, Japan,143.437,39.851,13.0,2011-03-22,09:44:29.330000+00:00
0,1154,earthquake,6.9, Myanmar,99.822,20.687,8.0,2011-03-24,13:55:12.010000+00:00
0,595,earthquake,6.2, Japan,141.88,38.772,39.0,2011-03-25,11:36:24.490000+00:00
0,565,earthquake,6.0, Fiji,-179.405,-15.848,6.0,2011-03-26,22:49:40.820000+00:00
0,601,earthquake,6.2, Japan,142.011,38.415,19.0,2011-03-27,22:23:58.800000+00:00
0,580,earthquake,6.1, Japan,142.29,37.401,15.0,2011-03-29,10:54:33.200000+00:00
0,915,earthquake,6.0, Greece,26.56,35.662,59.9,2011-04-01,13:29:10.690000+00:00
0,630,earthquake,6.4, Fiji,-178.585,-17.642,551.7,2011-04-03,14:07:09.330000+00:00
0,733,earthquake,6.7, Indonesia,107.693,-9.848,14.0,2011-04-03,20:06:40.390000+00:00
0,554,earthquake,6.0, Indonesia,97.086,1.612,20.0,2011-04-06,14:01:42.560000+00:00
0,897,earthquake,6.6, Mexico,-94.338,17.208,166.2,2011-04-07,13:11:22.400000+00:00
0,1114,earthquake,7.1, Japan,141.588,38.276,42.0,2011-04-07,14:32:43.290000+00:00
0,822,earthquake,6.6, Japan,140.401,37.001,11.0,2011-04-11,08:16:12.730000+00:00
0,669,earthquake,6.2, Japan,140.575,35.417,15.0,2011-04-11,23:08:16.870000+00:00
0,556,earthquake,6.0, Japan,143.34,39.583,22.0,2011-04-13,19:57:25.420000+00:00
0,694,earthquake,6.6,south of the Kermadec Islands,179.874,-34.336,86.0,2011-04-18,13:03:02.730000+00:00
0,659,earthquake,6.2, Japan,140.305,35.579,43.0,2011-04-21,13:37:03.340000+00:00
0,719,earthquake,6.8, Solomon Islands,161.2,-10.375,79.0,2011-04-23,04:16:54.720000+00:00
0,574,earthquake,6.1, Indonesia,122.771,-4.586,8.0,2011-04-24,23:07:51.490000+00:00
0,572,earthquake,6.1, Panama,-82.33,6.854,12.0,2011-04-30,08:19:16.710000+00:00
0,554,earthquake,6.0, Japan,144.032,38.17,11.0,2011-05-05,14:58:18.680000+00:00
0,734,earthquake,6.8, New Caledonia,168.226,-20.244,11.0,2011-05-10,08:55:08.930000+00:00
0,580,earthquake,6.1, Japan,141.341,37.396,35.0,2011-05-13,23:35:52.860000+00:00
0,572,earthquake,6.1,central Mid-Atlantic Ridge,-25.647,0.569,10.0,2011-05-15,13:08:13.060000+00:00
0,630,earthquake,6.4, Papua New Guinea,154.414,-6.104,40.0,2011-05-15,18:37:10.370000+00:00
0,618,earthquake,6.3, Chile,-73.691,-37.578,21.0,2011-06-01,12:55:22.380000+00:00
0,574,earthquake,6.1, Japan,143.907,37.285,14.0,2011-06-03,00:05:00.830000+00:00
0,630,earthquake,6.4,west of Macquarie Island,146.62,-55.843,3.0,2011-06-05,11:51:12.010000+00:00
0,613,earthquake,6.3, Indonesia,126.457,2.515,61.1,2011-06-13,14:31:22.990000+00:00
0,632,earthquake,6.4, Papua New Guinea,151.04,-5.928,16.0,2011-06-16,00:03:35.790000+00:00
0,654,earthquake,6.4, Chile,-68.228,-21.701,128.0,2011-06-20,16:36:01.160000+00:00
0,554,earthquake,6.0, Solomon Islands,165.551,-11.479,14.0,2011-06-21,02:04:15.940000+00:00
0,749,earthquake,6.7, Japan,142.205,39.955,33.0,2011-06-22,21:50:52.350000+00:00
0,837,earthquake,7.3, Aleutian Islands,-171.836,52.05,52.0,2011-06-24,03:09:39.470000+00:00
0,572,earthquake,6.1, Solomon Islands,165.931,-10.925,72.1,2011-06-24,06:33:07.850000+00:00
0,611,earthquake,6.3, Indonesia,136.631,-2.384,17.0,2011-06-26,12:16:38.600000+00:00
0,893,earthquake,7.6,Kermadec Islands region,-176.34,-29.539,17.0,2011-07-06,19:03:18.260000+00:00
0,554,earthquake,6.0, New Zealand,-177.051,-29.337,14.0,2011-07-09,15:02:27.240000+00:00
0,554,earthquake,6.0, New Zealand,-177.007,-29.436,15.2,2011-07-09,19:35:18.750000+00:00
0,868,earthquake,7.0, Japan,143.264,38.034,23.0,2011-07-10,00:57:10.800000+00:00
0,724,earthquake,6.4, Philippines,122.175,9.509,19.0,2011-07-11,20:47:04.300000+00:00
0,572,earthquake,6.1,South Sandwich Islands region,-23.523,-60.762,10.0,2011-07-15,13:26:02.950000+00:00
0,664,earthquake,6.0, Chile,-71.832,-33.819,20.0,2011-07-16,00:26:12.640000+00:00
0,579,earthquake,6.1, Alaska,-161.29,54.787,36.0,2011-07-16,19:59:12.890000+00:00
0,601,earthquake,6.1, Kyrgyzstan,71.41,40.081,20.0,2011-07-19,19:35:43.480000+00:00
0,554,earthquake,6.0, Solomon Islands,162.01,-10.34,21.0,2011-07-20,22:04:59.320000+00:00
0,554,earthquake,6.0,Balleny Islands region,164.452,-62.496,10.0,2011-07-21,23:01:42.510000+00:00
0,650,earthquake,6.3, Japan,141.815,38.898,41.0,2011-07-23,04:34:24.180000+00:00
0,679,earthquake,6.3, Japan,141.39,37.73,40.0,2011-07-24,18:51:25.070000+00:00
0,611,earthquake,6.3, Papua New Guinea,150.611,-3.182,10.0,2011-07-25,00:50:47.590000+00:00
0,561,earthquake,6.0, Mexico,-109.525,25.101,12.0,2011-07-26,17:44:20.380000+00:00
0,691,earthquake,6.7,south of the Fiji Islands,179.751,-23.801,532.0,2011-07-29,07:42:23.400000+00:00
0,611,earthquake,6.3, Japan,140.955,36.942,38.0,2011-07-30,18:53:50.720000+00:00
0,572,earthquake,6.1, Russia,154.769,48.833,36.0,2011-08-04,13:51:34.560000+00:00
0,554,earthquake,6.0, Saint Helena,-12.618,-7.04,10.0,2011-08-10,23:45:43.040000+00:00
0,572,earthquake,6.1, Indonesia,128.011,-2.323,26.0,2011-08-16,11:03:56.430000+00:00
0,577,earthquake,6.1, Japan,143.77,36.765,9.0,2011-08-17,11:44:08.370000+00:00
0,591,earthquake,6.2, Wallis and Futuna,-177.004,-16.522,407.9,2011-08-19,03:54:26.780000+00:00
0,664,earthquake,6.2, Japan,141.652,37.671,47.0,2011-08-19,05:36:33.040000+00:00
0,813,earthquake,7.2, Vanuatu,168.143,-18.365,32.0,2011-08-20,16:55:02.810000+00:00
0,650,earthquake,6.5, Vanuatu,168.156,-18.308,35.0,2011-08-20,17:13:06.380000+00:00
0,787,earthquake,7.1, Vanuatu,168.218,-18.311,28.0,2011-08-20,18:19:23.550000+00:00
0,572,earthquake,6.1, Indonesia,104.054,-6.282,29.0,2011-08-22,20:12:20.950000+00:00
0,913,earthquake,7.0, Peru,-74.525,-7.641,147.0,2011-08-24,17:46:11.650000+00:00
0,594,earthquake,6.2, Vanuatu,167.727,-18.155,13.0,2011-08-24,23:06:17.090000+00:00
0,741,earthquake,6.9, Timor Leste,126.752,-6.362,469.8,2011-08-30,06:57:41.610000+00:00
0,554,earthquake,6.0, Vanuatu,166.656,-12.36,41.0,2011-09-01,06:14:38.870000+00:00
0,732,earthquake,6.9, Alaska,-171.708,52.171,32.0,2011-09-02,10:55:53.590000+00:00
0,702,earthquake,6.7, Argentina,-63.029,-28.398,578.9,2011-09-02,13:47:09.620000+00:00
0,630,earthquake,6.4,South Sandwich Islands region,-26.847,-56.451,84.0,2011-09-03,04:48:57.310000+00:00
0,761,earthquake,7.0, Vanuatu,169.716,-20.671,185.1,2011-09-03,22:55:40.920000+00:00
0,642,earthquake,6.2, Tonga,-173.621,-15.295,37.0,2011-09-05,09:52:01.130000+00:00
0,915,earthquake,6.7, Indonesia,97.893,2.965,91.0,2011-09-05,17:55:11.220000+00:00
0,1110,earthquake,6.4, Canada,-126.893,49.535,22.0,2011-09-09,19:41:34.150000+00:00
0,554,earthquake,6.0, Alaska,172.984,53.107,15.0,2011-09-14,18:10:09+00:00
0,572,earthquake,6.1,east of the North Island of New Zealand,-179.039,-35.366,10.0,2011-09-15,07:53:18.630000+00:00
0,640,earthquake,6.1, Japan,141.338,36.256,28.0,2011-09-15,08:00:09.640000+00:00
0,822,earthquake,7.3,Fiji region,-179.528,-21.611,644.6,2011-09-15,19:31:04.080000+00:00
0,712,earthquake,6.7, Japan,142.779,40.273,30.0,2011-09-16,19:26:40.260000+00:00
0,1562,earthquake,6.9, India,88.155,27.73,50.0,2011-09-18,12:40:51.830000+00:00
0,630,earthquake,6.4, Tonga,-175.311,-15.437,10.0,2011-09-22,23:07:03.570000+00:00
0,573,earthquake,6.1,south of the Kermadec Islands,-179.038,-32.514,36.0,2011-10-07,08:58:28.910000+00:00
0,855,earthquake,6.1, Indonesia,114.587,-9.35,39.0,2011-10-13,03:16:30.160000+00:00
0,655,earthquake,6.5, Papua New Guinea,147.881,-6.57,37.0,2011-10-14,03:35:14.810000+00:00
0,564,earthquake,6.0, Russia,123.722,54.08,12.0,2011-10-14,06:10:14.600000+00:00
0,572,earthquake,6.1, Papua New Guinea,151.037,-5.785,26.0,2011-10-18,05:05:06.250000+00:00
0,575,earthquake,6.1, Japan,142.479,43.892,187.0,2011-10-21,08:02:37.950000+00:00
0,845,earthquake,7.4,Kermadec Islands region,-176.238,-28.993,33.0,2011-10-21,17:57:16.100000+00:00
0,1096,earthquake,7.1, Turkey,43.508,38.721,18.0,2011-10-23,10:41:23.250000+00:00
0,554,earthquake,6.0, Fiji,-179.531,-17.941,602.9,2011-10-27,00:15:24.520000+00:00
0,847,earthquake,6.9, Peru,-75.966,-14.438,24.0,2011-10-28,18:54:34.040000+00:00
0,612,earthquake,6.3,Revilla Gigedo Islands region,-109.205,19.831,10.0,2011-11-01,12:32:00.430000+00:00
0,572,earthquake,6.1,Pacific-Antarctic Ridge,-128.843,-55.294,10.0,2011-11-02,14:59:27.940000+00:00
0,616,earthquake,6.0, Nicaragua,-85.861,11.56,177.0,2011-11-07,22:35:25.630000+00:00
0,914,earthquake,6.9, Japan,125.621,27.324,224.9,2011-11-08,02:59:08.510000+00:00
0,554,earthquake,6.0,southern East Pacific Rise,-124.439,-55.981,10.0,2011-11-11,10:41:37.480000+00:00
0,612,earthquake,6.3, Indonesia,126.91,-0.949,17.0,2011-11-14,04:05:11.390000+00:00
0,562,earthquake,6.0, Ecuador,-81.546,-1.702,26.6,2011-11-17,01:57:05.730000+00:00
0,706,earthquake,6.6, Bolivia,-65.09,-15.364,549.9,2011-11-22,18:48:16.300000+00:00
0,572,earthquake,6.1, Japan,141.368,37.365,34.0,2011-11-23,19:24:31.470000+00:00
0,601,earthquake,6.2, Japan,142.639,41.898,38.0,2011-11-24,10:25:34.030000+00:00
0,572,earthquake,6.1, Papua New Guinea,153.733,-5.48,25.0,2011-11-28,12:26:45.450000+00:00
0,588,earthquake,6.0, Philippines,118.999,15.455,9.0,2011-11-30,00:27:06.990000+00:00
0,592,earthquake,6.1, Chile,-70.918,-27.899,20.0,2011-12-07,22:23:09.730000+00:00
0,1410,earthquake,6.5, Mexico,-99.789,17.986,59.0,2011-12-11,01:47:25.560000+00:00
0,591,earthquake,6.2,South Sandwich Islands region,-28.184,-56.009,116.0,2011-12-11,09:54:55.200000+00:00
0,554,earthquake,6.0, Indonesia,123.03,0.041,161.0,2011-12-13,07:52:11.930000+00:00
0,834,earthquake,7.1, Papua New Guinea,146.809,-7.551,135.0,2011-12-14,05:04:58.630000+00:00
0,554,earthquake,6.0,south of the Kermadec Islands,-179.099,-32.718,32.0,2011-12-15,10:10:07.210000+00:00
0,558,earthquake,6.0, Tonga,-173.862,-16.198,90.0,2011-12-26,04:48:08.870000+00:00
0,670,earthquake,6.6, Russia,95.911,51.842,15.0,2011-12-27,15:21:56.840000+00:00
0,864,earthquake,6.8, Japan region,138.072,31.456,365.3,2012-01-01,05:27:55.980000+00:00
0,630,earthquake,6.4, Solomon Islands,165.16,-10.617,28.0,2012-01-09,04:07:14.670000+00:00
0,838,earthquake,7.2,off the west coast of northern Sumatra,93.21,2.433,19.0,2012-01-10,18:36:59.080000+00:00
0,670,earthquake,6.6,South Shetland Islands,-56.113,-60.948,8.0,2012-01-15,13:40:19.540000+00:00
0,554,earthquake,6.0,South Shetland Islands,-55.965,-60.882,10.0,2012-01-15,14:21:31.370000+00:00
0,932,earthquake,6.2, Mexico,-93.005,14.873,45.0,2012-01-21,18:47:11.560000+00:00
0,554,earthquake,6.0,South Sandwich Islands region,-25.147,-56.759,13.0,2012-01-22,05:53:42.080000+00:00
0,657,earthquake,6.1, Chile,-73.03,-36.409,20.0,2012-01-23,16:04:52.980000+00:00
0,611,earthquake,6.3,south of the Fiji Islands,178.52,-24.977,580.3,2012-01-24,00:52:05.230000+00:00
0,975,earthquake,6.4, Peru,-75.635,-14.168,43.0,2012-01-30,05:11:00.950000+00:00
0,793,earthquake,7.1, Vanuatu,167.133,-17.827,23.0,2012-02-02,13:34:40.650000+00:00
0,572,earthquake,6.1, Vanuatu,167.277,-17.378,8.0,2012-02-03,03:46:21.150000+00:00
0,574,earthquake,6.1, Vanuatu,168.917,-18.894,145.0,2012-02-05,00:15:38.900000+00:00
0,572,earthquake,6.1, Vanuatu,167.226,-17.948,8.0,2012-02-05,16:40:39.160000+00:00
0,1551,earthquake,6.7, Philippines,123.206,9.999,11.0,2012-02-06,03:49:12.520000+00:00
0,642,earthquake,6.0, Philippines,123.095,9.885,9.0,2012-02-06,10:10:19.850000+00:00
0,634,earthquake,6.4, Solomon Islands,161.102,-10.39,51.0,2012-02-14,08:19:55.470000+00:00
0,554,earthquake,6.0,south of the Fiji Islands,-177.238,-24.495,10.0,2012-02-26,05:21:24.630000+00:00
0,833,earthquake,6.7, Russia,95.991,51.708,12.0,2012-02-26,06:17:19.760000+00:00
0,670,earthquake,6.6, New Caledonia,170.34,-22.141,14.0,2012-03-03,12:19:55.090000+00:00
0,575,earthquake,6.1, Argentina,-63.294,-28.246,553.9,2012-03-05,07:46:10.040000+00:00
0,691,earthquake,6.7, Vanuatu,169.613,-19.125,16.0,2012-03-09,07:09:50.950000+00:00
0,789,earthquake,6.9, Japan,144.944,40.887,12.0,2012-03-14,09:08:35.140000+00:00
0,579,earthquake,6.1, Japan,144.761,40.781,10.0,2012-03-14,10:49:24.580000+00:00
0,804,earthquake,6.0, Japan,140.695,35.687,10.0,2012-03-14,12:05:04.520000+00:00
0,594,earthquake,6.2, Papua New Guinea,151.042,-5.595,28.0,2012-03-14,21:13:08.040000+00:00
0,582,earthquake,6.1, Indonesia,140.266,-3.812,66.0,2012-03-20,17:56:18.800000+00:00
0,1752,earthquake,7.4, Mexico,-98.231,16.493,20.0,2012-03-20,18:02:47.440000+00:00
0,709,earthquake,6.6, Papua New Guinea,145.955,-6.242,118.0,2012-03-21,22:15:06.130000+00:00
0,1496,earthquake,7.1, Chile,-72.217,-35.2,40.7,2012-03-25,22:37:06+00:00
0,555,earthquake,6.0,northern East Pacific Rise,-104.16,10.071,10.0,2012-03-26,18:12:52.850000+00:00
0,617,earthquake,6.1, Japan,142.017,39.859,15.0,2012-03-27,11:00:44.500000+00:00
0,789,earthquake,6.0, Mexico,-98.316,16.395,9.0,2012-04-02,17:36:42.060000+00:00
0,572,earthquake,6.1, Papua New Guinea,153.457,-4.551,108.5,2012-04-06,16:15:58.010000+00:00
0,2048,earthquake,8.6,off the west coast of northern Sumatra,93.063,2.327,20.0,2012-04-11,08:38:36.720000+00:00
0,554,earthquake,6.0,North Indian Ocean,91.735,1.254,10.0,2012-04-11,09:27:56.760000+00:00
0,1213,earthquake,8.2,off the west coast of northern Sumatra,92.463,0.802,25.1,2012-04-11,10:43:10.850000+00:00
0,569,earthquake,6.0, Oregon,-127.638,43.584,8.0,2012-04-11,22:41:46.040000+00:00
0,1171,earthquake,6.5, Mexico,-102.689,18.229,20.0,2012-04-11,22:55:10.250000+00:00
0,559,earthquake,6.0, Mexico,-113.027,28.837,9.0,2012-04-12,07:06:00.570000+00:00
0,1000,earthquake,7.0, Mexico,-113.104,28.696,13.0,2012-04-12,07:15:48.500000+00:00
0,593,earthquake,6.2,Drake Passage,-65.308,-57.679,15.0,2012-04-14,10:56:19.380000+00:00
0,599,earthquake,6.2, Vanuatu,168.741,-18.972,11.0,2012-04-14,22:05:26.430000+00:00
0,592,earthquake,6.2,off the west coast of northern Sumatra,90.269,2.581,25.0,2012-04-15,05:57:40.060000+00:00
0,691,earthquake,6.7, Chile,-71.365,-32.625,29.0,2012-04-17,03:50:15.610000+00:00
0,732,earthquake,6.8, Papua New Guinea,147.117,-5.462,198.0,2012-04-17,07:13:49+00:00
0,591,earthquake,6.2,east of the South Sandwich Islands,-16.612,-59.016,12.0,2012-04-17,19:03:56.370000+00:00
0,691,earthquake,6.7, Indonesia,134.276,-1.617,16.0,2012-04-21,01:16:52.740000+00:00
0,554,earthquake,6.0, Indonesia,134.197,-1.635,17.4,2012-04-21,01:25:13.200000+00:00
0,554,earthquake,6.0,Kermadec Islands region,-177.412,-28.556,114.0,2012-04-23,17:36:21.170000+00:00
0,675,earthquake,6.6, Tonga,-174.705,-18.685,134.7,2012-04-28,10:08:08.090000+00:00
0,569,earthquake,6.0, Mexico,-92.897,14.376,14.0,2012-05-01,22:43:33.340000+00:00
0,647,earthquake,6.2, Peru,-69.591,-17.678,105.9,2012-05-14,10:00:40.230000+00:00
0,612,earthquake,6.3, Chile,-80.159,-44.806,10.0,2012-05-18,02:00:39.490000+00:00
0,1770,earthquake,6.0, Italy,11.23,44.89,6.3,2012-05-20,02:03:52+00:00
0,612,earthquake,6.3, Japan,143.164,39.646,11.0,2012-05-20,07:20:36.870000+00:00
0,554,earthquake,6.0,western Indian-Antarctic Ridge,139.516,-50.42,10.0,2012-05-23,22:59:52.700000+00:00
0,572,earthquake,6.1,Norwegian Sea,5.683,72.96,10.0,2012-05-24,22:47:46.800000+00:00
0,554,earthquake,6.0, Japan region,140.055,26.91,487.4,2012-05-26,21:48:10.120000+00:00
0,691,earthquake,6.7, Argentina,-63.094,-28.043,586.9,2012-05-28,05:07:23.450000+00:00
0,629,earthquake,6.3,south of Panama,-82.629,5.305,7.0,2012-06-04,00:45:15.290000+00:00
0,611,earthquake,6.3, Panama,-82.563,5.508,7.0,2012-06-04,03:15:24.750000+00:00
0,607,earthquake,6.1, Japan,141.132,34.943,15.0,2012-06-05,19:31:33.750000+00:00
0,599,earthquake,6.0, Chile,-70.57,-36.074,8.0,2012-06-07,04:05:04.520000+00:00
0,586,earthquake,6.1, Peru,-72.413,-15.877,110.0,2012-06-07,16:03:18.900000+00:00
0,698,earthquake,6.0, Turkey,28.88,36.42,35.0,2012-06-10,12:44:16.590000+00:00
0,675,earthquake,6.3, Japan,141.831,38.919,36.0,2012-06-17,20:32:20.590000+00:00
0,554,earthquake,6.0, Alaska,171.619,53.351,14.0,2012-06-19,15:56:32.530000+00:00
0,676,earthquake,6.1, Indonesia,97.896,3.009,95.0,2012-06-23,04:34:53.180000+00:00
0,555,earthquake,6.0, Russia,163.195,57.601,10.0,2012-06-24,03:15:01.280000+00:00
0,636,earthquake,6.3, China,84.7,43.433,18.0,2012-06-29,21:07:33.860000+00:00
0,922,earthquake,6.3, New Zealand,173.756,-40.023,229.8,2012-07-03,10:36:15.520000+00:00
0,614,earthquake,6.3, Vanuatu,167.34,-14.657,160.1,2012-07-06,02:28:22.190000+00:00
0,554,earthquake,6.0, Russia,151.288,45.497,20.0,2012-07-08,11:33:02.920000+00:00
0,554,earthquake,6.0, Russia,155.907,49.407,19.0,2012-07-20,06:10:25.170000+00:00
0,631,earthquake,6.4, Indonesia,96.045,2.707,22.0,2012-07-25,00:27:45.260000+00:00
0,673,earthquake,6.4, Solomon Islands,159.727,-9.694,20.0,2012-07-25,11:20:27.030000+00:00
0,691,earthquake,6.7,Mauritius - Reunion region,66.391,-17.592,20.0,2012-07-26,05:33:33.020000+00:00
0,653,earthquake,6.5, Papua New Guinea,153.173,-4.651,41.0,2012-07-28,20:03:56.800000+00:00
0,596,earthquake,6.1, Peru,-74.259,-8.414,144.6,2012-08-02,09:38:30.850000+00:00
0,572,earthquake,6.1, Papua New Guinea,153.275,-4.654,46.0,2012-08-02,09:56:41.740000+00:00
0,591,earthquake,6.2, Alaska,-167.421,52.633,13.0,2012-08-10,18:37:43.090000+00:00
0,747,earthquake,6.4, Iran,46.826,38.329,11.0,2012-08-11,12:23:18.190000+00:00
0,615,earthquake,6.2, Iran,46.745,38.389,12.0,2012-08-11,12:34:35.900000+00:00
0,593,earthquake,6.2, China,82.518,35.661,13.0,2012-08-12,10:47:06.450000+00:00
0,941,earthquake,7.7, Russia,145.064,49.8,583.2,2012-08-14,02:59:38.460000+00:00
0,612,earthquake,6.3, Indonesia,120.096,-1.315,10.0,2012-08-18,09:41:52.450000+00:00
0,594,earthquake,6.2, Papua New Guinea,144.57,-4.766,73.0,2012-08-19,22:41:49.810000+00:00
0,678,earthquake,6.6, Indonesia,126.837,2.19,91.1,2012-08-26,15:05:37.080000+00:00
0,994,earthquake,7.3, El Salvador,-88.59,12.139,28.0,2012-08-27,04:37:19.430000+00:00
0,711,earthquake,6.8, Svalbard and Jan Mayen,-10.605,71.441,14.0,2012-08-30,13:43:25.170000+00:00
0,584,earthquake,6.1, Indonesia,113.931,-10.708,14.0,2012-09-03,18:23:05.230000+00:00
0,554,earthquake,6.0, Vanuatu,166.513,-12.476,27.0,2012-09-05,13:09:10.060000+00:00
0,1555,earthquake,7.6, Costa Rica,-85.315,10.085,35.0,2012-09-05,14:42:07.800000+00:00
0,572,earthquake,6.1, Indonesia,135.109,-3.177,21.0,2012-09-08,10:51:44.200000+00:00
0,593,earthquake,6.2, Indonesia,100.594,-3.319,19.0,2012-09-14,04:51:47.070000+00:00
0,757,earthquake,6.3, Mexico,-110.173,24.666,10.0,2012-09-25,23:45:24.940000+00:00
0,632,earthquake,6.4, Alaska,-178.295,51.592,16.0,2012-09-26,23:39:55.110000+00:00
0,1221,earthquake,7.3, Colombia,-76.362,1.929,170.0,2012-09-30,16:31:35.970000+00:00
0,576,earthquake,6.1, Japan,143.099,39.808,15.0,2012-10-01,22:21:46.020000+00:00
0,572,earthquake,6.1, Indonesia,129.129,-4.472,10.0,2012-10-08,11:43:31.420000+00:00
0,670,earthquake,6.6,west of Macquarie Island,153.699,-60.326,10.0,2012-10-09,12:32:09.770000+00:00
0,675,earthquake,6.6, Indonesia,134.03,-4.892,13.0,2012-10-12,00:31:28.270000+00:00
0,554,earthquake,6.0, Philippines,124.52,4.232,326.0,2012-10-17,04:42:30.400000+00:00
0,593,earthquake,6.2, Vanuatu,166.564,-13.552,36.0,2012-10-20,23:00:32.450000+00:00
0,745,earthquake,6.5,Costa Rica,-85.298,10.086,17.0,2012-10-24,00:45:32.990000+00:00
0,1436,earthquake,7.8, Canada,-132.101,52.788,14.0,2012-10-28,03:04:08.820000+00:00
0,618,earthquake,6.3, Canada,-132.602,52.674,9.0,2012-10-28,18:54:20.830000+00:00
0,591,earthquake,6.2, Canada,-131.902,52.365,9.0,2012-10-30,02:49:02.270000+00:00
0,605,earthquake,6.1, Philippines,126.161,9.219,37.0,2012-11-02,18:17:32.730000+00:00
0,1455,earthquake,7.4, Guatemala,-91.895,13.988,24.0,2012-11-07,16:35:46.930000+00:00
0,585,earthquake,6.1, Canada,-128.477,49.231,13.7,2012-11-08,02:01:50.630000+00:00
0,578,earthquake,6.0, Peru,-75.071,-8.866,129.0,2012-11-10,14:57:50.740000+00:00
0,795,earthquake,6.8, Myanmar,95.885,23.005,13.7,2012-11-11,01:12:38.870000+00:00
0,708,earthquake,6.5, Guatemala,-92.164,14.129,20.0,2012-11-11,22:14:59.240000+00:00
0,613,earthquake,6.3, Alaska,-142.855,57.792,9.0,2012-11-12,20:42:14.620000+00:00
0,572,earthquake,6.1, Chile,-77.053,-45.761,9.0,2012-11-13,04:31:26.760000+00:00
0,629,earthquake,6.1, Chile,-71.19,-29.118,63.0,2012-11-14,19:02:06.120000+00:00
0,823,earthquake,6.1, Mexico,-100.382,18.346,53.0,2012-11-15,09:20:21.910000+00:00
0,650,earthquake,6.5, Russia,155.425,49.28,29.0,2012-11-16,18:12:39.910000+00:00
0,554,earthquake,6.0, Papua New Guinea,151.602,-5.705,13.0,2012-11-19,09:44:34.120000+00:00
0,575,earthquake,6.1, Vanuatu,167.645,-16.975,32.0,2012-12-02,00:54:22.690000+00:00
0,1014,earthquake,7.3, Japan,143.949,37.89,31.0,2012-12-07,08:18:23.130000+00:00
