Price,Open,Close,Volume,Ticker
Ticker,5631.T,5631.T,5631.T,
Date,,,,
2000-01-04,412.0609052465596,401.0235595703125,65800,5631.T
2000-01-05,412.0609055240597,415.7400207519531,86200,5631.T
2000-01-06,412.0609052465596,401.0235595703125,64200,5631.T
2000-01-07,404.7026747957282,401.0235595703125,133000,5631.T
2000-01-10,401.0235595703125,401.0235595703125,0,5631.T
2000-01-11,415.74002047197536,401.0235595703125,103600,5631.T
2000-01-12,415.73988730690695,404.7025451660156,70200,5631.T
2000-01-13,404.7025544764632,434.1354675292969,98600,5631.T
2000-01-14,430.456348619963,419.41900634765625,193000,5631.T
2000-01-17,423.09818050725676,452.5310974121094,96200,5631.T
2000-01-18,445.1728515625,445.1728515625,52600,5631.T
2000-01-19,441.4937744140625,441.4937744140625,69400,5631.T
2000-01-20,459.8892798790565,478.28485107421875,131400,5631.T
2000-01-21,467.24753841683884,445.1728515625,93000,5631.T
2000-01-24,441.4937744140625,441.4937744140625,50800,5631.T
2000-01-25,437.81471211931347,415.7400207519531,154400,5631.T
2000-01-26,430.4564208984375,430.4564208984375,71600,5631.T
2000-01-27,423.09812043842516,419.41900634765625,94000,5631.T
2000-01-28,412.06077190896735,423.0981140136719,110000,5631.T
2000-01-31,415.7400207519531,415.7400207519531,100400,5631.T
2000-02-01,415.7398859438689,423.0981140136719,95400,5631.T
2000-02-02,419.41905048915316,412.0608215332031,102400,5631.T
2000-02-03,412.0608215332031,412.0608215332031,61400,5631.T
2000-02-04,419.4190013538707,404.7025451660156,161400,5631.T
2000-02-07,408.38179029616634,415.7400207519531,62200,5631.T
2000-02-08,404.7025925772531,412.0608215332031,155800,5631.T
2000-02-09,404.7025451660156,404.7025451660156,73600,5631.T
2000-02-10,393.66519798422763,389.986083984375,133200,5631.T
2000-02-11,389.986083984375,389.986083984375,0,5631.T
2000-02-14,389.986138174467,393.6652526855469,65000,5631.T
2000-02-15,389.986138174467,393.6652526855469,98000,5631.T
2000-02-16,367.9114011254641,371.59051513671875,178600,5631.T
2000-02-17,367.91152133736557,342.15771484375,196000,5631.T
2000-02-18,342.15762738100034,356.87408447265625,121800,5631.T
2000-02-21,360.5532989501953,338.4786071777344,72400,5631.T
2000-02-22,338.4786071777344,338.4786071777344,79800,5631.T
2000-02-23,342.1576678936298,334.7994384765625,90200,5631.T
2000-02-24,338.4785531850962,334.7994384765625,73200,5631.T
2000-02-25,334.7994475669049,345.8367919921875,131600,5631.T
2000-02-28,334.7994384765625,334.7994384765625,72600,5631.T
2000-02-29,342.15771484375,342.15771484375,111200,5631.T
2000-03-01,342.15771484375,342.15771484375,96400,5631.T
2000-03-02,342.15772247314453,338.4786071777344,82800,5631.T
2000-03-03,345.8367919921875,345.8367919921875,147200,5631.T
2000-03-06,356.87410142686633,364.2323303222656,122000,5631.T
2000-03-07,364.23228711420944,371.59051513671875,138800,5631.T
2000-03-08,371.59058556189905,334.7994384765625,145200,5631.T
2000-03-09,371.5905215454101,367.9114074707031,94800,5631.T
2000-03-10,397.34431321550124,371.59051513671875,442800,5631.T
2000-03-13,386.30697493119675,404.7025451660156,145800,5631.T
2000-03-14,404.7025451660156,404.7025451660156,142400,5631.T
2000-03-15,386.30709866864964,401.0235595703125,49000,5631.T
