Price,Open,Close,Volume,Ticker
Ticker,1803.T,1803.T,1803.T,
Date,,,,
2000-01-04,226.0075513294765,228.0436553955078,308000,1803.T
2000-01-05,228.04366131218111,232.79457092285156,995000,1803.T
2000-01-06,226.0075157961231,221.25660705566406,1086000,1803.T
2000-01-07,224.65015444741653,232.79457092285156,753000,1803.T
2000-01-10,232.79457092285156,232.79457092285156,0,1803.T
2000-01-11,239.58163502704667,225.3289031982422,622000,1803.T
2000-01-12,225.3288514122596,220.57794189453125,747000,1803.T
2000-01-13,227.36490977061047,226.00750732421875,664000,1803.T
2000-01-14,230.758442905971,237.5454559326172,1062000,1803.T
2000-01-17,237.545480533522,232.79457092285156,844000,1803.T
2000-01-18,237.54541694773417,234.8306121826172,834000,1803.T
2000-01-19,234.8306515673972,230.07974243164062,544000,1803.T
2000-01-20,230.75841588658972,226.00750732421875,447000,1803.T
2000-01-21,224.65004869147913,227.36485290527344,649000,1803.T
2000-01-24,223.97144869290864,220.57794189453125,822000,1803.T
2000-01-25,218.5418753116689,223.29278564453125,1394000,1803.T
2000-01-26,227.3648601625024,222.61395263671875,881000,1803.T
2000-01-27,220.5778733739313,215.82696533203125,769000,1803.T
2000-01-28,212.43346189841247,211.7547607421875,1082000,1803.T
2000-01-31,215.14833479481737,221.9353485107422,780000,1803.T
2000-02-01,215.14826652331232,211.7547607421875,796000,1803.T
2000-02-02,211.07616242439516,210.3974609375,1405000,1803.T
2000-02-03,211.07616242439516,210.3974609375,763000,1803.T
2000-02-04,210.3974265556831,209.04002380371094,1025000,1803.T
2000-02-07,205.6464956289906,204.28909301757812,1075000,1803.T
2000-02-08,204.28913303400506,204.96783447265625,1366000,1803.T
2000-02-09,204.28903850722392,201.57423400878906,1109000,1803.T
2000-02-10,200.21690368652347,200.21690368652344,1286000,1803.T
2000-02-11,200.21690368652347,200.21690368652344,0,1803.T
2000-02-14,201.57429800943436,192.07247924804688,1652000,1803.T
2000-02-15,192.07245771300117,179.8558349609375,2005000,1803.T
2000-02-16,180.53453622494104,179.8558349609375,3477000,1803.T
2000-02-17,183.24933977269413,181.89193725585938,1260000,1803.T
2000-02-18,183.249362598766,179.17715454101562,2336000,1803.T
2000-02-21,179.85577759919343,183.24928283691406,2240000,1803.T
