Price,Open,Close,Volume,Ticker
Ticker,6770.T,6770.T,6770.T,
Date,,,,
2000-01-04,1061.737512324784,1054.9532470703125,171000,6770.T
2000-01-05,1054.953603562276,1065.1300048828125,637000,6770.T
2000-01-06,1085.4824726537731,1069.878662109375,683000,6770.T
2000-01-07,1090.2315598568994,1100.407958984375,731000,6770.T
2000-01-10,1100.407958984375,1100.407958984375,0,6770.T
2000-01-11,1202.1723328533767,1154.0040283203125,730000,6770.T
2000-01-12,1143.1488904355178,1136.3646240234375,540000,6770.T
2000-01-13,1138.3998132770994,1149.254638671875,536000,6770.T
2000-01-14,1153.3254829941282,1065.1300048828125,706000,6770.T
2000-01-17,1053.5965576171875,1053.5965576171875,537000,6770.T
2000-01-18,1053.5968496704102,1085.48291015625,914000,6770.T
2000-01-19,1122.796188011702,1117.3687744140625,703000,6770.T
2000-01-20,1117.3682989102656,1088.8743896484375,246000,6770.T
2000-01-21,1126.1878422532125,1088.8743896484375,268000,6770.T
2000-01-24,1068.5222396850586,1085.48291015625,369000,6770.T
2000-01-25,1058.3453796975482,1054.9532470703125,667000,6770.T
2000-01-26,1075.3058801546067,1048.1688232421875,329000,6770.T
2000-01-27,1058.346037046371,1051.561767578125,242000,6770.T
2000-01-28,1057.6670831061028,1044.7769775390625,542000,6770.T
2000-01-31,1027.8163123192726,1044.7769775390625,820000,6770.T
2000-02-01,1052.2392766555683,1111.9407958984375,2042000,6770.T
2000-02-02,1078.6983543774477,1039.349609375,1591000,6770.T
2000-02-03,1017.6400284565298,977.6128540039062,2446000,6770.T
2000-02-04,966.0797071881849,928.7662353515625,2119000,6770.T
2000-02-07,955.9028692803306,962.6871337890625,1040000,6770.T
2000-02-08,976.2561502117001,990.5031127929688,935000,6770.T
2000-02-09,989.1460459950207,926.0523681640625,854000,6770.T
2000-02-10,939.6211447339122,910.4487915039062,1228000,6770.T
2000-02-11,910.4487915039061,910.4487915039062,0,6770.T
2000-02-14,883.9899745396206,854.817626953125,1460000,6770.T
2000-02-15,861.6022435238488,837.8572998046875,640000,6770.T
2000-02-16,834.4646220304528,797.82958984375,1382000,6770.T
2000-02-17,811.3982304979738,816.147216796875,1011000,6770.T
2000-02-18,793.7589213526526,729.3084106445312,2563000,6770.T
2000-02-21,742.8771781740596,715.7401123046875,1603000,6770.T
2000-02-22,713.0263300170899,678.4265747070312,3126000,6770.T
2000-02-23,678.4265747070312,678.4265747070312,1314000,6770.T
2000-02-24,678.4266093875873,631.6151733398438,2479000,6770.T
2000-02-25,638.3995834001632,652.6465454101562,2369000,6770.T
2000-02-28,656.7169243164062,678.4265747070312,1968000,6770.T
2000-02-29,691.9951274516704,677.7481689453125,1773000,6770.T
2000-03-01,685.2110783418165,745.591064453125,1820000,6770.T
2000-03-02,772.0495978278083,753.0536499023438,2557000,6770.T
2000-03-03,753.0536842346191,716.4186401367188,998000,6770.T
2000-03-06,733.3793690567089,718.4539794921875,1178000,6770.T
2000-03-07,698.7796576471612,685.2111206054688,974000,6770.T
2000-03-08,681.8190583799775,692.6738891601562,1026000,6770.T
2000-03-09,706.2421892640219,704.2069091796875,787000,6770.T
2000-03-10,717.7753160400391,678.4265747070312,1524000,6770.T
2000-03-13,684.5324835917672,668.250244140625,1339000,6770.T
2000-03-14,664.8581109216371,668.250244140625,712000,6770.T
2000-03-15,664.8580322265625,664.8580322265625,701000,6770.T
2000-03-16,678.4266391647196,725.91650390625,1289000,6770.T
