Price,Open,Close,Volume,Ticker
Ticker,4151.T,4151.T,4151.T,
Date,,,,
2000-01-04,409.542988567165,474.8034973144531,546000,4151.T
2000-01-05,481.4630228303015,541.3961791992188,5189000,4151.T
2000-01-06,574.6922383131352,520.0864868164062,6688000,4151.T
2000-01-07,553.3825985092715,552.7166748046875,2559000,4151.T
2000-01-10,552.7166748046875,552.7166748046875,0,4151.T
2000-01-11,572.6945328251009,619.3092041015625,7677000,4151.T
2000-01-12,632.627699768659,685.901611328125,6236000,4151.T
2000-01-13,765.8125689746887,819.0864868164062,11627000,4151.T
2000-01-14,845.7231233454933,805.7677001953125,16151000,4151.T
2000-01-17,792.4491863009296,789.1195678710938,7491000,4151.T
2000-01-18,792.4492392578125,832.4046630859375,8398000,4151.T
2000-01-19,839.0635463169642,815.7562255859375,3978000,4151.T
2000-01-20,823.7476082511845,803.7698974609375,2878000,4151.T
2000-01-21,790.4514041462126,770.4736938476562,3951000,4151.T
2000-01-24,785.7901331519599,793.1152954101562,2119000,4151.T
2000-01-25,785.7902264121353,804.4360961914062,2584000,4151.T
2000-01-26,804.4358492024741,799.1084594726562,1739000,4151.T
2000-01-27,759.152978515625,749.1641235351562,3598000,4151.T
2000-01-28,753.1596864457564,732.5160522460938,4455000,4151.T
2000-01-31,722.527176920573,749.1641235351562,1726000,4151.T
2000-02-01,736.5119931016338,729.1868286132812,1717000,4151.T
2000-02-02,751.1622305733816,745.8348388671875,2637000,4151.T
2000-02-03,752.4937627618964,732.5160522460938,1495000,4151.T
2000-02-04,739.8412127685548,732.5160522460938,1624000,4151.T
2000-02-07,711.2065150345204,715.8679809570312,1492000,4151.T
2000-02-08,742.5051106633367,788.453857421875,4736000,4151.T
2000-02-09,801.7721744011975,778.46484375,2924000,4151.T
2000-02-10,770.4737399387787,742.5049438476562,1752000,4151.T
2000-02-11,742.5049438476562,742.5049438476562,0,4151.T
2000-02-14,755.8234231845798,751.827880859375,1724000,4151.T
2000-02-15,752.4938870172431,729.8524780273438,1272000,4151.T
2000-02-16,726.5227908342245,715.2020874023438,1676000,4151.T
2000-02-17,741.8390957814343,705.8792114257812,1532000,4151.T
2000-02-18,719.1975142452695,725.8567504882812,1312000,4151.T
2000-02-21,765.1466338021414,745.8348388671875,1974000,4151.T
2000-02-22,785.790122713124,763.8146362304688,2755000,4151.T
2000-02-23,772.4716212606837,779.130859375,1592000,4151.T
2000-02-24,785.7903134873487,783.7925415039062,2019000,4151.T
2000-02-25,789.7854441232925,810.4290771484375,4140000,4151.T
2000-02-28,823.7476777781377,943.6139526367188,14023000,4151.T
2000-02-29,932.2932231342876,952.2709350585938,11553000,4151.T
2000-03-01,965.5894553895407,983.5693969726562,11699000,4151.T
2000-03-02,998.8852867713341,1038.8406982421875,10218000,4151.T
2000-03-03,1031.516040120715,995.55615234375,5371000,4151.T
2000-03-06,972.2484969537504,914.9790649414062,4279000,4151.T
2000-03-07,888.3421469794379,958.9300537109375,3452000,4151.T
2000-03-08,932.2931820022114,931.6272583007812,1995000,4151.T
2000-03-09,918.9748315767209,867.0327758789062,2680000,4151.T
2000-03-10,880.3511590964962,867.6986083984375,3477000,4151.T
2000-03-13,855.7121857815664,739.8414306640625,3249000,4151.T
2000-03-14,741.1731717220191,775.8012084960938,2550000,4151.T
2000-03-15,699.2200100806452,722.52734375,5553000,4151.T
2000-03-16,775.8015441894531,792.4496459960938,2563000,4151.T
2000-03-17,832.4046154734505,802.4380493164062,1889000,4151.T
2000-03-20,802.4380493164062,802.4380493164062,0,4151.T
2000-03-21,802.4381922369133,777.7990112304688,1364000,4151.T
2000-03-22,775.8010903216423,782.4603271484375,1005000,4151.T
2000-03-23,769.1418301301442,743.8367309570312,1253000,4151.T
2000-03-24,756.489532282489,755.8236083984375,1088000,4151.T
2000-03-27,763.8145127717801,761.1508178710938,1105000,4151.T
2000-03-28,773.0099681507456,779.0230102539062,812000,4151.T
2000-03-29,792.3850884781834,805.0792846679688,2081000,4151.T
2000-03-30,818.4415817260742,785.7039184570312,915000,4151.T
2000-03-31,791.7172102494673,779.0230102539062,589000,4151.T
2000-04-03,767.6649507596895,771.6736450195312,826000,4151.T
2000-04-04,777.018495707932,773.6779174804688,1214000,4151.T
2000-04-05,775.0141687225877,761.65185546875,956000,4151.T
2000-04-06,815.1011729628589,779.6910400390625,3132000,4151.T
2000-04-07,801.7389072516025,781.6954345703125,1468000,4151.T
2000-04-10,791.717159584777,780.3591918945312,976000,4151.T
2000-04-11,781.0272096868147,761.65185546875,1375000,4151.T
2000-04-12,767.6651668446586,749.6260375976562,2164000,4151.T
2000-04-13,751.6302515248783,733.5911254882812,1252000,4151.T
2000-04-14,733.5911204110204,754.9708251953125,1769000,4151.T
2000-04-17,701.5215897154492,706.8665161132812,2741000,4151.T
2000-04-18,733.5910309367098,693.5040893554688,1543000,4151.T
2000-04-19,688.1591681168543,704.862060546875,1143000,4151.T
2000-04-20,704.862129504864,694.8403930664062,1614000,4151.T
2000-04-21,694.8402323820153,654.7532958984375,2751000,4151.T
2000-04-24,694.8404612956034,714.2158203125,1453000,4151.T
2000-04-25,727.577890037594,710.875,1298000,4151.T
2000-04-26,724.2375183976569,702.189697265625,909000,4151.T
2000-04-27,706.1981811523438,706.1981811523438,919000,4151.T
2000-04-28,708.2027110224184,691.4998168945312,1118000,4151.T
2000-05-01,681.4780804177989,691.4998168945312,1086000,4151.T
2000-05-02,704.8622373482431,711.5433959960938,845000,4151.T
2000-05-03,711.5433959960938,711.5433959960938,0,4151.T
2000-05-04,711.5433959960938,711.5433959960938,0,4151.T
2000-05-05,711.5433959960938,711.5433959960938,0,4151.T
2000-05-08,728.246091349741,713.5475463867188,856000,4151.T
2000-05-09,713.5475463867188,713.5475463867188,0,4151.T
2000-05-10,708.2026801958476,731.5867309570312,1430000,4151.T
2000-05-11,728.2462330944134,708.2027587890625,1002000,4151.T
2000-05-12,721.565066315407,718.2244873046875,1644000,4151.T
2000-05-15,727.5781704202374,744.2810668945312,1021000,4151.T
2000-05-16,748.2896093749999,751.6301879882812,1849000,4151.T
2000-05-17,758.9797659408694,743.6130981445312,819000,4151.T
2000-05-18,736.9316568453017,731.5867309570312,690000,4151.T
2000-05-19,734.9275107695677,714.884033203125,1380000,4151.T
2000-05-22,714.8838659433219,694.8403930664062,820000,4151.T
2000-05-23,688.1591092852669,683.4822998046875,1207000,4151.T
2000-05-24,674.7967700709551,666.1112670898438,1124000,4151.T
2000-05-25,686.1548907736073,691.4998168945312,669000,4151.T
2000-05-26,674.7969387680737,671.4563598632812,1334000,4151.T
2000-05-29,672.1244565592768,680.141845703125,351000,4151.T
2000-05-30,680.141845703125,680.141845703125,0,4151.T
2000-05-31,676.1329953563456,654.7532958984375,929000,4151.T
2000-06-01,661.4345536394817,684.818603515625,878000,4151.T
2000-06-02,698.1809226350831,678.137451171875,842000,4151.T
2000-06-05,678.8055928940938,692.1679077148438,933000,4151.T
2000-06-06,701.5213837872723,728.9141235351562,2525000,4151.T
2000-06-07,748.289453474084,747.621337890625,2632000,4151.T
2000-06-08,748.2898005060614,730.2506713867188,1904000,4151.T
2000-06-09,713.5477388822115,729.58251953125,2052000,4151.T
2000-06-12,742.9446922275287,756.3070068359375,1153000,4151.T
2000-06-13,742.9446344519465,752.9663696289062,696000,4151.T
2000-06-14,768.3331856618656,760.3157958984375,1248000,4151.T
2000-06-15,761.6519882118766,733.5911254882812,776000,4151.T
2000-06-16,734.2591163606892,718.8924560546875,509000,4151.T
2000-06-19,728.2461119982083,719.5606079101562,274000,4151.T
2000-06-20,714.8838425034203,724.9055786132812,797000,4151.T
2000-06-21,732.922935784196,717.5562744140625,583000,4151.T
2000-06-22,724.9055969238282,701.5215454101562,520000,4151.T
2000-06-23,702.8577570113623,695.5084838867188,1471000,4151.T
2000-06-26,691.4999640518276,690.8318481445312,560000,4151.T
2000-06-27,704.194220887929,720.22900390625,803000,4151.T
2000-06-28,720.228519759084,710.206787109375,609000,4151.T
2000-06-29,710.2071114725142,716.2201538085938,580000,4151.T
2000-06-30,704.1939657242572,692.8359985351562,964000,4151.T
2000-07-03,692.8360871027904,703.5259399414062,712000,4151.T
2000-07-04,703.5259709275845,696.1766967773438,532000,4151.T
2000-07-05,695.5084548875762,684.818603515625,759000,4151.T
2000-07-06,696.1765430350539,688.8272705078125,476000,4151.T
2000-07-07,689.4954199501266,692.8359985351562,488000,4151.T
2000-07-10,706.1983128752751,692.8359985351562,466000,4151.T
2000-07-11,684.8185445748123,681.4779663085938,1511000,4151.T
2000-07-12,688.1592200110266,667.4476318359375,1713000,4151.T
2000-07-13,668.1156544550228,660.0982666015625,2430000,4151.T
2000-07-14,655.4212868430398,661.434326171875,1543000,4151.T
2000-07-17,666.7795383381107,670.1201171875,686000,4151.T
2000-07-18,662.1028601241438,634.0419921875,2656000,4151.T
2000-07-19,662.1028601241438,634.0419921875,2656000,4151.T
2000-07-20,634.0419921875,634.0419921875,0,4151.T
2000-07-21,647.404225376674,631.3694458007812,715000,4151.T
2000-07-24,624.6881183561732,611.3258056640625,972000,4151.T
2000-07-25,614.6663759608957,624.6881103515625,716000,4151.T
2000-07-26,631.3693786817348,623.3519897460938,550000,4151.T
2000-07-27,611.993884998547,610.6576538085938,1084000,4151.T
2000-07-28,604.6447280240957,602.640380859375,654000,4151.T
2000-07-31,594.6229609736689,595.2910766601562,1171000,4151.T
2000-08-01,595.2909962774818,585.9373779296875,993000,4151.T
2000-08-02,594.6229055799577,606.6489868164062,619000,4151.T
2000-08-03,605.31291645076,589.2781372070312,774000,4151.T
2000-08-04,594.6231079101562,594.6231079101562,857000,4151.T
2000-08-07,601.3042323636694,605.3129272460938,447000,4151.T
2000-08-08,605.3128462061037,599.2998046875,613000,4151.T
2000-08-09,601.3041469990353,605.98095703125,406000,4151.T
2000-08-10,619.34323672211,601.9722290039062,522000,4151.T
2000-08-11,595.959327513307,607.9854125976562,844000,4151.T
2000-08-14,614.6663743073719,606.6489868164062,265000,4151.T
2000-08-15,601.3040976949258,607.317138671875,661000,4151.T
2000-08-16,597.963645179757,600.6361083984375,469000,4151.T
2000-08-17,596.6272966794678,593.954833984375,809000,4151.T
2000-08-18,588.6099085941894,593.954833984375,618000,4151.T
2000-08-21,591.9506255376082,588.6100463867188,431000,4151.T
2000-08-22,590.614434500402,597.2955932617188,533000,4151.T
2000-08-23,594.6229882536635,591.2824096679688,618000,4151.T
2000-08-24,589.9462897244865,616.0028076171875,866000,4151.T
2000-08-25,623.3519565836589,601.3041381835938,1962000,4151.T
2000-08-28,601.9723177265188,597.963623046875,1146000,4151.T
2000-08-29,601.3039366839683,585.2691650390625,1225000,4151.T
2000-08-30,584.6012454562717,601.3041381835938,1542000,4151.T
2000-08-31,606.6488605656036,585.2691650390625,1447000,4151.T
2000-09-01,613.3302214575596,652.0809326171875,7280000,4151.T
2000-09-04,668.1155417923662,636.714111328125,4865000,4151.T
2000-09-05,624.6883135814211,616.0028076171875,1435000,4151.T
2000-09-06,615.3346615235447,608.6535034179688,812000,4151.T
2000-09-07,614.6664613767916,605.98095703125,650000,4151.T
2000-09-08,607.3173016529538,616.0028076171875,1831000,4151.T
2000-09-11,629.3650926200507,638.0505981445312,1453000,4151.T
2000-09-12,631.3694429096423,634.7100219726562,726000,4151.T
2000-09-13,628.6967906829899,626.6924438476562,405000,4151.T
2000-09-14,627.3606780111207,615.3345947265625,683000,4151.T
2000-09-15,615.3345947265625,615.3345947265625,0,4151.T
2000-09-18,588.609939710829,601.3041381835938,1305000,4151.T
