Date,change,mean,std,effect
2008-08-01,-0.47073686645858875,0.35734197409152524,1.7121804051827856,0
2008-08-04,-0.3723179347882318,-1.1241896735965407,0.9413844374286887,0
2008-08-05,2.9217564180794753,0.9475662123474309,1.9903767866945299,0
2008-08-06,0.4518467106099775,0.3012252887296713,0.7688039098826406,0
2008-08-07,-1.9217688927244316,-0.34651987792871,0.9672512613173343,1
2008-08-08,2.643702707735729,0.06054746902306492,2.322829121721125,1
2008-08-11,0.4491148331612992,-0.12268255160867997,2.3005138503470164,0
2008-08-12,-1.1817519241017067,-0.8976959393860876,0.9416049794577999,0
2008-08-13,-0.8583447426993139,-0.03523416272235893,1.3171519277682755,0
2008-08-14,0.7271840417856453,-0.4200454339600512,1.4055643057600824,0
2008-08-15,0.41933984357620463,-0.2343952120874978,0.6758665768235652,0
2008-08-18,-1.546021845838873,-0.8385031179627667,1.8021617638261085,0
2008-08-19,-1.1285853380302349,-0.16945692369402282,1.566787095356028,0
2008-08-20,0.6300866662885257,1.0955093487046759,2.4117956787243577,0
2008-08-21,0.13122373857021474,-0.24500706768733893,2.103966303142036,0
2008-08-22,1.7613829479841652,0.25445300524370607,2.22247610398902,0
2008-08-25,-2.0637923586285982,-0.5190710335774031,0.9666988566310728,1
2008-08-26,0.2574813852728437,0.11988021644289028,0.7435456160545997,0
2008-08-27,0.7890481543481592,0.2516974635099354,1.0358264228042846,0
2008-08-28,1.8722782789581438,0.1312505828141479,1.4497621946433183,1
2008-08-29,-1.445122319279047,0.4756508812078968,1.3441439117735916,1
2008-09-02,-0.24866517659845763,-0.5907944439327785,2.6711181576487975,0
2008-09-03,0.23353115228336008,-0.7184325721247405,0.6396323033571615,1
2008-09-04,-2.9850473272669076,-1.563872780119123,1.2502522672655483,1
2008-09-05,0.3158523793039776,-0.7353752932916833,1.0995692007886637,0
2008-09-08,2.5467565700361754,0.3368939092365993,2.178581634582018,1
2008-09-09,-2.4664059725127903,-1.5895563881249009,1.4449117107138705,0
2008-09-10,0.31164363198616357,-0.21290729859409166,1.0818969827014484,0
2008-09-11,1.5026892130734621,-0.7891066616682231,1.765000879623614,1
2008-09-12,-0.06413398106432674,0.17577031164531773,1.3874462859098542,0
