Date,change,mean,std,effect
2008-08-01,-0.7057899914584008,0.37871044000059917,1.6990014615715687,0
2008-08-04,-1.3188644633146316,-1.0381399891850498,0.9647802546764546,0
2008-08-05,2.456848226008542,0.9898305934447884,2.0301685458297998,0
2008-08-06,0.3493997346908946,0.3105386501768606,0.7700653497124789,0
2008-08-07,-1.9207899706641858,-0.3466088708432778,0.9674106197378723,1
2008-08-08,1.4634927888790523,0.16783927982821742,2.419362722797387,0
2008-08-11,0.3865161556480993,-0.11699176274384358,2.3019763779475535,0
2008-08-12,-1.1045004041934932,-0.9047188048322887,0.9435876515807045,0
2008-08-13,-0.2775494580460216,-0.08803373405447633,1.3392916258491891,0
2008-08-14,0.12703557159244425,-0.36548648212430557,1.4401459838562227,0
2008-08-15,-0.02599244681854547,-0.18491384648808112,0.7085431530520269,0
2008-08-18,-1.215794849645329,-0.8685237539803616,1.8117999421848923,0
2008-08-19,-0.837254746819584,-0.19594152289499103,1.58159652346654,0
2008-08-20,0.7847855042101495,1.0814458179845283,2.4142385406799667,0
2008-08-21,0.4522290581239644,-0.2741893694649526,2.0955377777054056,0
2008-08-22,0.7145676974666298,0.3496180280180274,2.2661313389385556,0
2008-08-25,-1.7259051969703243,-0.5528597497432305,1.0181060092937655,1
2008-08-26,0.42375445952704033,0.10476448241978152,0.7384227798509412,0
2008-08-27,1.0417769626380275,0.22872211730176553,1.0192191815272016,0
2008-08-28,1.3926048357027807,0.1748572594737264,1.4979102153629942,0
2008-08-29,-0.9920805199431185,0.4344652630864488,1.3994178779343844,1
2008-09-02,-1.0235257496660048,-0.5203525736539106,2.6687812863898004,0
2008-09-03,-0.33422362333435496,-0.6553487081672167,0.7067388236838211,0
2008-09-04,-3.1558028175634125,-1.5483495537285314,1.2293962945786223,1
2008-09-05,0.31879435553817165,-0.7356427456766099,1.099287471842942,0
2008-09-08,1.6777805573647182,0.4158917285703682,2.2467542845579285,0
2008-09-09,-3.6412642462863896,-1.4827510905091188,1.3157346802601841,1
2008-09-10,1.0909080532761577,-0.2837495187113639,1.0111886667245864,1
2008-09-11,0.6769831022376658,-0.7140424697740598,1.849140590231655,0
2008-09-12,1.0106250764188986,0.07806494278320633,1.3603541386012894,0
2008-09-15,-5.084550103535973,-2.5916755048517697,2.2139608008292404,1
2008-09-16,1.4722518229818835,-0.3709785059645048,2.6371363664534795,0
2008-09-17,-4.52629112305322,-1.0675930897598676,3.9906577480573255,0
2008-09-18,4.4993611004232275,1.7144358197235854,2.0649509991092376,1
2008-09-19,5.298404601788496,3.1131240850912545,2.970404084541359,0
2008-09-22,-3.2799032257083343,0.028386780765491695,5.330784333005917,0
2008-09-23,-1.6840067547477287,-1.4748890328445234,0.6100191802006796,0
2008-09-24,-0.21142414135049162,0.24593629773582348,1.460825279555768,0
2008-09-25,2.047681522156274,1.0416208777499962,1.7456031917862695,0
2008-09-26,-0.4728860845205887,-0.6648231329834249,1.5549882301772775,0
2008-09-29,-8.698709203354218,-4.9665011913978265,3.5359436474660084,1
2008-09-30,4.563986581908459,2.578392375085521,3.2629922858898843,0
2008-10-01,-0.17058211698396608,-0.19960844512676093,1.1922968725754688,0
2008-10-02,-4.84763900816435,-3.1615934141609676,1.0777517590642733,1
2008-10-03,-0.92895044997093,-0.8874634247768632,1.9398862153914065,0
2008-10-06,-4.711984978250326,-3.5671525470509438,2.960938175067096,0
2008-10-07,-5.4259874288304175,-1.6776595063342645,3.1414773465049564,1
2008-10-08,-1.2840467639838629,-1.4974911445487358,3.0346130577855543,0
2008-10-09,-7.8709572018841065,-3.748354329686201,2.876895101256841,1
2008-10-10,-1.821866822468982,-3.4804404008362497,4.4654436591625535,0
2008-10-13,12.216237926570814,5.5786467817088425,3.9816504825495613,1
2008-10-14,-0.3197971386306827,-0.7181198513509899,5.105768863495426,0
2008-10-15,-9.725853953818328,-4.5364046087360865,3.467030226807323,1
2008-10-16,3.6602000419950693,-0.9541104052919501,4.9780783513950375,0
2008-10-17,-0.3701300979367461,-0.8308153835700369,3.4700673317361357,0
2008-10-20,5.695271384015716,2.361015028154711,2.126805728866453,1
2008-10-21,-3.7575585316616715,-1.2587229713192287,2.853566012115699,0
2008-10-22,-6.95514019219465,-4.4426936812268885,1.5681731313794116,1
2008-10-23,0.7363498847431617,0.2547635500334178,1.6892618351645499,0
2008-10-24,-4.3087649026830235,-3.794933034213284,5.08683747965886,0
2008-10-27,-4.256260704548436,-1.9594865630993816,2.033430984709871,1
2008-10-28,10.332070035331878,4.8288388691897,4.341085135551524,1
2008-10-29,0.7220715594061345,1.3632158614557597,3.6787473806692987,0
2008-10-30,3.4656875490140124,0.9020979461181745,3.69148706121789,0
2008-10-31,1.4403285286970244,1.6600210998263414,3.1989599135200275,0
2008-11-03,-0.10080469748440198,0.39493400143180174,2.584053597807268,0
2008-11-04,4.791260486691006,3.8770691348903323,2.6783160670631694,0
2008-11-05,-5.246890588995059,-3.0415982819799727,3.470766299325691,0
2008-11-06,-5.732812927531161,-3.5162159387163014,2.151573375177822,1
2008-11-07,3.609948120996156,1.6373876462808261,1.7258324407762649,1
2008-11-10,-1.1910855927188762,1.115253853094737,3.2178850830513808,0
2008-11-11,-2.8901793451426827,-2.823308900253278,1.9409390136094535,0
2008-11-12,-5.56523098607466,-2.5386794139433393,2.2425837823841115,1
2008-11-13,7.424922144967516,2.8631244890592615,3.944653537807061,1
2008-11-14,-4.604090676031259,-1.3237996621938917,2.5636227947126025,1
2008-11-17,-2.3707829489532806,-1.0137281459319851,1.869430988173475,0
2008-11-18,0.7946164462884282,-0.9118565840145165,2.3809440832959172,0
2008-11-19,-6.591528973075721,-2.3376513608222727,3.715596604236687,1
2008-11-20,-7.198343503606001,-2.6518024632695845,2.669749981838763,1
2008-11-21,6.634404396201509,2.819928243402807,3.2966619010369076,1
2008-11-24,7.136788528842794,3.7085105893650416,4.036430147144953,0
2008-11-25,1.1592563528133955,-0.796536095670433,2.992264607853515,0
2008-11-26,3.200158201617497,2.3166096521162363,2.9240905917456397,0
2008-11-28,0.9359359368170186,0.7940427196110366,0.9831414467853348,0
2008-12-01,-9.048109300966413,-4.807801079680099,3.3223329765276612,1
2008-12-02,4.246074016262907,0.9672429359587902,2.896684567653636,1
