ticker,date,open,change
000001SS,2008-08-01,2751.02001953125,50.796875
000001SS,2008-08-04,2782.985107421875,-41.2451171875
000001SS,2008-08-05,2751.199951171875,-60.453857421875
000001SS,2008-08-06,2711.60205078125,7.765869140625
000001SS,2008-08-07,2717.501953125,10.074951171875
000001SS,2008-08-08,2724.429931640625,-118.7109375
000001SS,2008-08-11,2595.89501953125,-125.821044921875
000001SS,2008-08-12,2445.216064453125,11.98193359375
000001SS,2008-08-13,2440.52490234375,5.772216796875
000001SS,2008-08-14,2432.197021484375,4.885009765625
000001SS,2008-08-15,2434.407958984375,16.2021484375
000001SS,2008-08-18,2451.778076171875,-131.91015625
000001SS,2008-08-19,2297.2451171875,47.223876953125
000001SS,2008-08-20,2332.48388671875,190.798095703125
000001SS,2008-08-21,2484.485107421875,-52.76904296875
000001SS,2008-08-22,2414.458984375,-9.23291015625
000001SS,2008-08-25,2408.094970703125,5.279052734375
000001SS,2008-08-26,2384.946044921875,-34.862060546875
000001SS,2008-08-27,2343.882080078125,-1.735107421875
000001SS,2008-08-28,2341.9560546875,8.18701171875
000001SS,2008-08-29,2361.0458984375,36.322998046875
000001SS,2008-09-01,2380.468017578125,-55.3330078125
000001SS,2008-09-02,2312.10205078125,-7.2109375
000001SS,2008-09-03,2301.94091796875,-25.268798828125
000001SS,2008-09-04,2270.52392578125,6.886962890625
000001SS,2008-09-05,2224.527099609375,-22.0810546875
000001SS,2008-09-08,2210.343994140625,-66.923095703125
000001SS,2008-09-09,2152.277099609375,-6.498046875
000001SS,2008-09-10,2131.800048828125,18.958984375
000001SS,2008-09-11,2143.39990234375,-64.4189453125
000001SS,2008-09-12,2077.550048828125,2.123046875
000001SS,2008-09-16,2049.81298828125,-63.177001953125
000001SS,2008-09-17,1971.9439697265625,-42.89697265625
000001SS,2008-09-18,1876.1219482421875,19.715087890625
000001SS,2008-09-19,2067.64306640625,7.447998046875
000001SS,2008-09-22,2241.722900390625,-5.31298828125
000001SS,2008-09-23,2209.1220703125,-7.612060546875
000001SS,2008-09-24,2133.097900390625,83.713134765625
000001SS,2008-09-25,2214.583984375,82.9169921875
000001SS,2008-09-26,2304.118896484375,-10.3349609375
000001SS,2008-10-06,2267.39404296875,-93.656005859375
000001SS,2008-10-07,2101.093017578125,56.74609375
000001SS,2008-10-08,2095.910888671875,-3.686767578125
000001SS,2008-10-09,2125.56689453125,-50.98388671875
000001SS,2008-10-10,1995.95703125,4.614990234375
000001SS,2008-10-13,1978.56005859375,95.008056640625
000001SS,2008-10-14,2139.06494140625,-121.743896484375
000001SS,2008-10-15,1995.885009765625,-1.218017578125
000001SS,2008-10-16,1916.133056640625,-6.1920166015625
000001SS,2008-10-17,1921.842041015625,8.8089599609375
000001SS,2008-10-20,1924.177001953125,49.8289794921875
000001SS,2008-10-21,1978.6739501953125,-20.1448974609375
000001SS,2008-10-22,1932.677001953125,-36.85498046875
000001SS,2008-10-23,1851.259033203125,24.302001953125
000001SS,2008-10-24,1875.6309814453125,-36.010009765625
000001SS,2008-10-27,1809.2249755859373,-85.87402343749977
000001SS,2008-10-28,1671.39599609375,100.425048828125
000001SS,2008-10-29,1786.199951171875,-66.387939453125
000001SS,2008-10-30,1732.77197265625,30.8350830078125
000001SS,2008-10-31,1754.2060546875,-25.4200439453125
000001SS,2008-11-03,1713.762939453125,6.0111083984375
000001SS,2008-11-04,1707.925048828125,-1.2220458984375
000001SS,2008-11-05,1716.218994140625,44.3900146484375
000001SS,2008-11-06,1720.4210205078125,-2.698974609375
000001SS,2008-11-07,1686.5240478515625,61.18896484375
000001SS,2008-11-10,1782.3050537109375,92.4959716796875
000001SS,2008-11-11,1872.0670166015625,-28.4599609375
000001SS,2008-11-12,1820.43896484375,38.6710205078125
000001SS,2008-11-13,1837.2740478515625,90.3389892578125
000001SS,2008-11-14,1943.9639892578125,42.4739990234375
000001SS,2008-11-17,1981.2640380859373,49.22094726562523
000001SS,2008-11-18,2020.9859619140625,-118.55590820312523
000001SS,2008-11-19,1889.3509521484373,128.123046875
000001SS,2008-11-20,1977.2080078125,6.552001953125
000001SS,2008-11-21,1932.595947265625,36.79309082031227
000001SS,2008-11-24,1961.2060546875,-64.14599609375
000001SS,2008-11-25,1925.248046875,-36.5330810546875
000001SS,2008-11-26,1890.3330078125,7.551025390625
000001SS,2008-11-27,2012.68603515625,-94.8250732421875
000001SS,2008-11-28,1901.675048828125,-30.51904296875
000001SS,2008-12-01,1865.7430419921875,28.8719482421875
000001SS,2008-12-02,1856.969970703125,32.66796875
000001SS,2008-12-03,1903.428955078125,61.9849853515625
000001SS,2008-12-04,1992.719970703125,8.7840576171875
000001SS,2008-12-05,1984.258056640625,34.39794921875
000001SS,2008-12-08,2049.162109375,41.61083984375
000001SS,2008-12-09,2100.77197265625,-63.031982421875
000001SS,2008-12-10,2025.0269775390625,54.0899658203125
000001SS,2008-12-11,2072.576904296875,-40.89587402343773
000001SS,2008-12-12,2014.5799560546875,-60.364990234375
000001SS,2008-12-15,1977.0279541015625,-12.6539306640625
000001SS,2008-12-16,1948.8590087890625,26.14697265625
000001SS,2008-12-17,1983.8360595703125,-7.01708984375
000001SS,2008-12-18,1978.9739990234373,36.71997070312523
000001SS,2008-12-19,2006.2080078125,12.2550048828125
000001SS,2008-12-22,2016.4539794921875,-28.698974609375
000001SS,2008-12-23,1990.0489501953125,-92.82397460937523
000001SS,2008-12-24,1873.5770263671875,-9.7769775390625
000001SS,2008-12-25,1865.720947265625,-13.302001953125
000001SS,2008-12-26,1852.9110107421875,-1.3930664062502274
000001SS,2008-12-29,1846.303955078125,4.176025390625
000001SS,2008-12-30,1851.9090576171875,-18.9990234375
000001SS,2008-12-31,1834.948974609375,-14.143920898437727
000001SS,2009-01-05,1849.02001953125,31.6959228515625
000001SS,2009-01-06,1878.8270263671875,58.3179931640625
000001SS,2009-01-07,1938.9739990234373,-14.962036132812273
000001SS,2009-01-08,1890.241943359375,-12.060913085937727
000001SS,2009-01-09,1875.1639404296875,29.697021484375
000001SS,2009-01-12,1897.7030029296875,2.6440429687497726
000001SS,2009-01-13,1880.8680419921875,-17.5010986328125
000001SS,2009-01-14,1862.31005859375,66.5589599609375
000001SS,2009-01-15,1912.77197265625,7.43408203125
000001SS,2009-01-16,1928.9219970703125,25.5159912109375
000001SS,2009-01-19,1971.0,15.6719970703125
000001SS,2009-01-20,1981.14697265625,12.9600830078125
000001SS,2009-01-21,1965.9439697265625,19.072021484374773
000001SS,2009-01-22,1996.0860595703125,8.864990234375
000001SS,2009-01-23,2001.1719970703125,-10.5150146484375
000001SS,2009-02-02,2008.134033203125,3.5489501953122726
000001SS,2009-02-03,2011.77001953125,49.0380859375
000001SS,2009-02-04,2068.0859375,39.6630859375
000001SS,2009-02-05,2106.8349609375,-8.81689453125
000001SS,2009-02-06,2102.077880859375,79.1611328125
000001SS,2009-02-09,2211.31689453125,13.397216796875
000001SS,2009-02-10,2218.489013671875,46.671875
000001SS,2009-02-11,2230.489990234375,30.330078125
000001SS,2009-02-12,2265.7890625,-17.697998046875
000001SS,2009-02-13,2249.18505859375,71.60693359375
000001SS,2009-02-16,2338.758056640625,50.62890625
000001SS,2009-02-17,2387.35400390625,-67.9130859375
000001SS,2009-02-18,2271.260009765625,-61.39794921875
000001SS,2009-02-19,2224.489990234375,2.635009765625
000001SS,2009-02-20,2234.364990234375,27.113037109375
000001SS,2009-02-23,2249.2890625,56.488037109375
000001SS,2009-02-24,2273.7548828125,-73.100830078125
000001SS,2009-02-25,2222.506103515625,-15.93212890625
000001SS,2009-02-26,2201.672119140625,-80.421142578125
000001SS,2009-02-27,2100.06298828125,-17.2109375
000001SS,2009-03-02,2066.22900390625,27.218017578125
000001SS,2009-03-03,2047.2130126953125,24.2178955078125
000001SS,2009-03-04,2076.615966796875,121.490966796875
000001SS,2009-03-05,2220.14990234375,0.926025390625
000001SS,2009-03-06,2180.7880859375,12.218994140625
000001SS,2009-03-09,2205.74609375,-86.998046875
000001SS,2009-03-10,2097.138916015625,61.42919921875
000001SS,2009-03-11,2199.98291015625,-60.9580078125
000001SS,2009-03-12,2127.72607421875,6.155029296875
000001SS,2009-03-13,2148.41796875,-19.570068359375
000001SS,2009-03-16,2122.407958984375,30.883056640625
000001SS,2009-03-17,2156.77392578125,61.552001953125
000001SS,2009-03-18,2227.98095703125,-4.255859375
000001SS,2009-03-19,2227.343994140625,38.4150390625
000001SS,2009-03-20,2272.43701171875,8.64990234375
000001SS,2009-03-23,2286.24609375,39.23388671875
000001SS,2009-03-24,2359.678955078125,-21.259033203125
000001SS,2009-03-25,2333.1630859375,-41.608154296875
000001SS,2009-03-26,2296.047119140625,65.656982421875
000001SS,2009-03-27,2380.6259765625,-6.18798828125
000001SS,2009-03-30,2377.964111328125,-19.924072265625
000001SS,2009-03-31,2313.883056640625,59.329833984375
000001SS,2009-04-01,2380.97900390625,27.0380859375
000001SS,2009-04-02,2417.217041015625,8.073974609375
000001SS,2009-04-03,2446.1240234375,-26.345947265625
000001SS,2009-04-07,2422.10009765625,17.081787109375
000001SS,2009-04-08,2429.87890625,-82.493896484375
000001SS,2009-04-09,2345.009033203125,34.866943359375
000001SS,2009-04-10,2400.013916015625,44.212158203125
000001SS,2009-04-13,2468.0830078125,45.617919921875
000001SS,2009-04-14,2512.009033203125,15.171875
000001SS,2009-04-15,2514.591064453125,21.46484375
000001SS,2009-04-16,2542.3359375,-8.201904296875
000001SS,2009-04-17,2524.6259765625,-20.69091796875
000001SS,2009-04-20,2500.173095703125,57.282958984375
000001SS,2009-04-21,2523.261962890625,12.56591796875
000001SS,2009-04-22,2548.10498046875,-86.759033203125
000001SS,2009-04-23,2440.676025390625,23.278076171875
000001SS,2009-04-24,2477.156005859375,-28.56103515625
000001SS,2009-04-27,2443.43603515625,-38.088134765625
000001SS,2009-04-28,2382.884033203125,18.553955078125
000001SS,2009-04-29,2401.657958984375,66.533935546875
000001SS,2009-04-30,2477.927978515625,-0.35888671875
000001SS,2009-05-04,2486.68505859375,73.225830078125
000001SS,2009-05-05,2577.428955078125,-10.092041015625
000001SS,2009-05-06,2563.56396484375,28.9560546875
000001SS,2009-05-07,2612.123046875,-14.676025390625
000001SS,2009-05-08,2586.759033203125,38.885986328125
000001SS,2009-05-11,2646.287109375,-66.5400390625
000001SS,2009-05-12,2562.363037109375,55.80908203125
000001SS,2009-05-13,2629.031005859375,34.735107421875
000001SS,2009-05-14,2631.445068359375,8.44189453125
000001SS,2009-05-15,2646.89111328125,-1.628173828125
000001SS,2009-05-18,2632.569091796875,20.2099609375
000001SS,2009-05-19,2679.39599609375,-2.714111328125
000001SS,2009-05-20,2680.547119140625,-29.133056640625
000001SS,2009-05-21,2639.14111328125,-28.51904296875
000001SS,2009-05-22,2595.988037109375,1.613037109375
000001SS,2009-05-25,2555.342041015625,54.66796875
000001SS,2009-05-26,2615.006103515625,-26.43115234375
000001SS,2009-05-27,2601.239990234375,31.68994140625
000001SS,2009-06-01,2668.39990234375,52.880126953125
000001SS,2009-06-02,2739.44189453125,-15.139892578125
000001SS,2009-06-03,2722.26611328125,56.322998046875
000001SS,2009-06-04,2753.248046875,13.995849609375
000001SS,2009-06-05,2783.85888671875,-29.9677734375
000001SS,2009-06-08,2753.344970703125,14.990966796875
000001SS,2009-06-09,2766.510009765625,21.376953125
000001SS,2009-06-10,2796.903076171875,19.343994140625
000001SS,2009-06-11,2812.279052734375,-14.958984375
000001SS,2009-06-12,2793.968017578125,-50.2060546875
000001SS,2009-06-15,2743.031005859375,46.51806640625
000001SS,2009-06-16,2762.740966796875,13.281005859375
000001SS,2009-06-17,2771.52099609375,38.60205078125
000001SS,2009-06-18,2812.989013671875,40.9140625
